Auctioner,Location,Date,Year,Make,Model,Engine,HP,Transmisson,Ratio,Mileage,Repairs Cost,Transport Costs,Target Price,max bidding price,Sold For,Details,
Ritchie Bros,"Tulare, CA",9/11/2025,2022,Volvo,VNL760,VolvoD13N,455,Automated,,"483,275",,"$3,800.00","$57,000.00","$59,850.00","$53,000.00","Volvo D13N 455 hp Engine, 2021 US EPA Label, Volvo ATO2612F 12-Speed Automated Transmission, 12350 lb Front Axle, 38000 lb Rears, 50350 lb GVWR, Engine Brake, 77 in High Rise Sleeper Cab, Bunk Beds, 222 in Wheelbase, Air Suspension, Aluminum Wheels, 295/75R22.5, Air Sliding 5th Wheel, Dual Fuel Tanks",
Ritchie Bros,"Odessa, MO",9/11/2025,2022,Freightliner,Cascadia 126,DetroitDD15,505,Automated,,"411,952",,$850.00,"$52,000.00","$54,600.00","$54,000.00","Detroit DD15 505 hp Engine, 2021 US EPA Label, 12143 Engine hrs, Detroit DT12-1650-OHE 12-Speed Automated Transmission, 12350 lb Front Axle, 40000 lb Rears, 52350 lb GVWR, Engine Brake, 72 in High Rise Sleeper Cab, Bunk Beds, 227 in Wheelbase, Air Suspension, Aluminum Front Wheels, 275/80R22.5 Front Tires, 295/80R22.5 Rear Tires, Air Sliding 5th Wheel, Dual Fuel Tanks",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"305,000",,$930.00,,$0.00,"$77,500.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, 305,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,336000,,$930.00,,$0.00,"$77,000.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,290000,,$930.00,,$0.00,"$77,500.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,284000,,$930.00,,$0.00,"$77,500.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,302000,,$930.00,,$0.00,"$73,500.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"364,000",,$930.00,,$0.00,"$68,500.00","2023 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, 364,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"326,000",,$930.00,,$0.00,"$68,500.00","2022 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, 326,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Stainless Steel Quarter Fenders, Bunk Heater, Premier Interior, Tilt And Telescoping Steering Wheel, Adaptive Cruise Control, Power Windows, Collision Mitigation System, Climate Control System, Refrigerator, Air Slide 5th, 236 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Evers - 402-380-9081",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,KENWORTH,T-680,Cummins X15,450,Automatic,2.64,"177,000",,$930.00,,$0.00,"$79,500.00","2023 KENWORTH T-680 Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, 177,000 Approximate Miles, Cummins X15 Engine, 450 H.P., Engine Brake, Automatic Transmission, 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Vantage Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 228 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Meyer - 402-981-4546",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"353,000",,$930.00,"$70,000.00","$73,500.00","$65,000.00","2023 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 353,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 237 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,VOLVO,VNL 860,Volvo D13,425,Automatic,2.64,,,$930.00,,$0.00,,"2023 VOLVO VNL 860 Conventional, Upper Bunk, Volvo D13 Engine, 425 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Refrigerator, Workstation, Air Slide 5th, 232 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Cole Conrad - 402-719-8650",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2023,VOLVO,VNL 860,Volvo D13,455,Automatic,3.08,,,$930.00,,$0.00,,"2023 VOLVO VNL 860 Conventional, Upper Bunk, Volvo D13 Engine, 455 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 3.08 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Single Stack, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Custom Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: BJ Reynolds - 402-880-2461",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,368000,,$930.00,,$0.00,"$54,500.00","2022 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-17F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, GPS Navigation, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Platinum Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 232 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: David Meyer - 402-981-4546",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,KENWORTH,T-680 Next Gen,Cummins X15,450,Automatic,2.79,"449,000",,$930.00,,$0.00,"$49,500.00","2022 KENWORTH T-680 Next Gen Conventional, 76 Inch High Roof Sleeper, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-17F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.79 Ratio, Air Ride Suspension, Digital Dash, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Stainless Steel Quarter Fenders, Bunk Heater, Vantage Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Auxiliary Power Unit, Refrigerator, Air Slide 5th, 238 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Cole Conrad - 402-719-8650",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,KENWORTH,T-680,Cummins X15,450,Automatic,2.85,"473,000",,$930.00,,$0.00,"$42,500.00","2022 KENWORTH T-680 Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, 473,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, Automatic Transmission, 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Single Chrome Stack, Side Fairings, Cab Extenders, Quarter Fenders, Air Slide 5th, 232 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Alec Karr - 402-681-6967",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,"439,000",,$930.00,"$55,000.00","$57,750.00","$61,500.00","2022 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, 439,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 233 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.85,"341,000",,$930.00,,$0.00,"$64,000.00","2022 FREIGHTLINER Cascadia126 Conventional, 60 Inch Mid-Roof XT Sleeper, 341,000 Approximate Miles, ECM Not Verified, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Roof Air Fairing, Cab Extenders, Quarter Fenders, Custom Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 219 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: BJ Reynolds - 402-880-2461",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2024,FREIGHTLINER,Cascadia126,Detroit DD15,505,Automatic,2.85,246000,,$930.00,,$0.00,,"2024 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 505 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.85 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 239 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Mike Drobny - 402-909-3150",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,KENWORTH,T-680 Next Gen,Cummins X15,450,Automatic,2.64,531000,,$930.00,,$0.00,,"2022 KENWORTH T-680 Next Gen Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-17F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Vantage Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 232 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Jason Hendrickson - 402-676-6454",
Taylor&Martin,"SOUTH SIOUX CITY, NE",9/11/2025,2022,KENWORTH,T-680 Next Gen,Cummins X15,450,Automatic,2.64,547000,,$930.00,,$0.00,,"2022 KENWORTH T-680 Next Gen Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-17F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Vantage Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Air Slide 5th, 232 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Aluminum Disc Wheels. CONTACT: Jason Hendrickson - 402-676-6454",
Taylor&Martin,"SALISBURY, NC",9/18/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,455,Automatic,2.28,,,"$1,300.00",,$0.00,,"2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 455 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.28 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Custom Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 11R22.5 Aluminum Disc Wheels. CONTACT: BJ Reynolds - 402-880-2461",
Taylor&Martin,"SALISBURY, NC",9/18/2025,2021,FREIGHTLINER,Cascadia126,Detroit DD15,400,Automatic,2.28,"615,000",,"$1,300.00",,,,"2021 FREIGHTLINER Cascadia126 Conventional, 72 Inch Raised Roof Sleeper, Upper Bunk, Detroit DD15 Engine, 400 H.P., Engine Brake, DT12 Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.28 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Custom Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Collision Mitigation System, Air Slide 5th, 229 Inch Wheel Base, Disc Brakes, 11R22.5 Aluminum Disc Wheels. CONTACT: BJ Reynolds - 402-880-2461",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2024,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"269,000",,"$1,300.00",,,,"2024 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, 269,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, PO-16F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Refrigerator, Air Slide 5th, 238 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Russell Smith - 570-575-6139",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2024,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"274,000",,"$1,300.00",,,,"2024 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, Cummins X15 Engine, 450 H.P., Engine Brake, PO-16F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Refrigerator, Air Slide 5th, 238 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Russell Smith - 570-575-6139",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2024,PETERBILT,579 EPIQ,Cummins X15,450,Automatic,2.64,"184,000",,"$1,300.00","$90,000.00","$94,500.00","$94,000.00","2024 PETERBILT 579 EPIQ Conventional, 80 Inch UltraLoft Sleeper, Upper Bunk, 184,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, PO-16F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Refrigerator, Air Slide 5th, 238 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Russell Smith - 570-575-6139",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2024,KENWORTH,T-680 Next Gen,Cummins X15,450,Automatic,2.64,"278,000",,"$1,300.00","$85,000.00","$89,250.00","$89,500.00","2024 KENWORTH T-680 Next Gen Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, 278,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-16F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Vantage Interior, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Air Slide 5th, 236 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Russell Smith - 570-575-6139",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2023,KENWORTH,T-680 Next Gen,Cummins X15,450,Automatic,2.64,"239,000",,"$1,300.00","$70,000.00","$73,500.00","$66,000.00","2023 KENWORTH T-680 Next Gen Conventional, 76 Inch High-Roof Sleeper, Upper Bunk, 239,000 Approximate Miles, ECM Not Verified, Cummins X15 Engine, 450 H.P., Engine Brake, EEO-18F112C Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.64 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Horizontal Exhaust, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Air Slide 5th, 231 Inch Wheel Base, Disc Brakes, 22.5 Low Profile Tires, Disc Wheels, Aluminum Discs Front And Outside Rear. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Russell Smith - 570-575-6139",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2023,VOLVO,VNL 860,Volvo D13,455,Automatic,2.47,"424,000",,"$1,300.00","$60,000.00","$63,000.00","$64,500.00","2023 VOLVO VNL 860 Conventional, Upper Bunk, 424,000 Approximate Miles, ECM Not Verified, Volvo D13 Engine, 455 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.47 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Single Stack, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Workstation, Air Slide 5th, 234 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Andrew Capelli - 402-281-8246",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2023,VOLVO,VNL 860,Volvo D13,455,Automatic,2.47,"424,000",,"$1,300.00","$55,000.00","$57,750.00","$64,500.00","2023 VOLVO VNL 860 Conventional, Upper Bunk, 424,000 Approximate Miles, ECM Not Verified, Volvo D13 Engine, 455 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.47 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Single Stack, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Workstation, Air Slide 5th, 234 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Andrew Capelli - 402-281-8246",
Taylor&Martin,"HAMPTON, GA",9/18/2025,2023,VOLVO,VNL 860,Volvo D13,455,Automatic,2.47,"442,000",,"$1,300.00","$55,000.00","$57,750.00","$57,500.00","2023 VOLVO VNL 860 Conventional, Upper Bunk, Volvo D13 Engine, 455 H.P., Engine Brake, Volvo I-Shift ATO2612F Transmission, (Automatic), 40,000 Lb. Rear Ends, 2.47 Ratio, Air Ride Suspension, Hydraulic Power Steering, Air Conditioned, Deer Guard, Dual Aluminum Fuel Tanks, Single Stack, Exterior Visor, Side Fairings, Cab Extenders, Quarter Fenders, Bunk Heater, Tilt And Telescoping Steering Wheel, Cruise Control, Power Windows, Climate Control System, Workstation, Air Slide 5th, 234 Inch Wheel Base, 22.5 Low Profile Tires, Aluminum Disc Wheels. LOCATED IN HAMPTON, GA AND SELLING DURING SALISBURY, NC. CONTACT: Andrew Capelli - 402-281-8246",
